Date/Time,0:00,0:05,0:10,0:15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55
20230830,0.011,0.009,0.008,0.011,0.012,0.011,0.01,0.007,0.007,0.011,0.01,0.01,0.009,0.01,0.007,0.007,0.187,0.261,0.01,0.009,0.01,0.008,0.007,0.009,0.01,0.01,0.009,0.01,0.008,0.007,0.008,0.01,0.01,0.01,0.01,0.009,0.007,0.009,0.01,0.011,0.01,0.01,0.008,0.007,0.009,0.01,0.01,0.01,0.01,0.007,0.007,0.01,0.031,0.297,0.106,0.009,0.007,0.006,0.011,0.01,0.009,0.01,0.008,0.006,0.009,0.01,0.009,0.011,0.009,0.009,0.007,0.011,0.01,0.009,0.008,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0.227,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0.182,0.088,0,0.001,0.054,0.002,0.03,0.001,0,0,0,0,0,0,0.002,0,0,0,0,0,0.013,0.104,0.084,0,0,0,0,0.019,0.024,0.037,0.286,0.201,0.214,0.248,0.271,0.229,0,0,0,0.138,0.283,0.031,0.044,0.304,0.335,0.304,0.283,0.282,0.29,0.289,0.289,0.285,0.286,0.285,0.285,0.437,0.293,0.198,0.2,0.313,0.478,0.288,0.19,0.034,0.22,0.131,0.096,0.09,0.09,0.145,0.078,0.292,0.315,0.106,0.094,0.098,0.093,0.026,0.024,0.022,0.028,0.026,0.027,0.026,0.026,0.021,0.022,0.025,0.025,0.026,0.029,0.027,0.024,0.027,0.029,0.027,0.018,0.019,0.097,0.298,0.069,0.017,0.018,0.018,0.013,0.012,0.016,0.017,0.016,0.016,0.013,0.012,0.015,0.016,0.017,0.017,0.012,0.014,0.015,0.018,0.015,0.013,0.01,0.009,0.012,0.011,0.011,0.007,0.007,0.01,0.016,0.082,0.042,0.013,0.013,0.03,0.216
20230831,0.257,0.01,0.007,0.009,0.012,0.011,0.012,0.008,0.007,0.011,0.012,0.011,0.01,0.007,0.008,0.012,0.011,0.01,0.007,0.006,0.01,0.011,0.01,0.008,0.006,0.01,0.011,0.01,0.009,0.006,0.008,0.011,0.01,0.01,0.006,0.007,0.142,0.296,0.01,0.007,0.007,0.009,0.01,0.01,0.01,0.01,0.006,0.007,0.01,0.009,0.01,0.01,0.009,0.006,0.006,0.01,0.01,0.011,0.009,0.008,0.007,0.007,0.01,0.009,0.01,0.009,0.008,0.008,0.011,0.01,0.01,0.01,0.012,0.007,0.006,0.007,0.005,0.003,0.1,0.282,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.049,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0.011,0.099,0,0,0,0,0.016,0.128,0.056,0,0,0,0,0,0.078,0.166,0.02,0,0,0.086,0.241,0.253,0.268,0.277,0.261,0.219,0,0,0,0,0.219,0.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.003,0.006,0.006,0.005,0.006,0.01,0.027,0.291,0.126,0.006,0.007,0.011,0.011,0.01,0.006,0.006,0.01,0.01,0.01,0.007,0.006,0.007,0.01,0.01,0.009,0.005,0.006,0.01,0.009,0.01,0.007,0.005,0.008,0.01,0.009,0.009,0.005,0.006,0.01,0.01,0.009,0.006,0.006,0.008,0.174,0.246,0.008,0.005,0.008,0.01,0.009,0.008,0.006,0.006,0.01,0.01,0.009,0.006,0.005,0.009,0.008,0.009,0.009,0.009,0.005,0.006,0.009,0.009,0.008,0.009,0.008,0.006,0.006,0.009,0.009,0.009,0.008,0.008,0.006,0.006,0.009,0.009
20230901,0.008,0.009,0.008,0.005,0.007,0.009,0.175,0.251,0.009,0.007,0.005,0.008,0.009,0.009,0.008,0.009,0.006,0.005,0.009,0.009,0.009,0.009,0.007,0.005,0.007,0.009,0.009,0.009,0.008,0.007,0.005,0.009,0.008,0.009,0.009,0.008,0.005,0.006,0.009,0.009,0.009,0.008,0.007,0.005,0.008,0.009,0.009,0.008,0.008,0.006,0.006,0.009,0.009,0.041,0.298,0.082,0.005,0.009,0.008,0.009,0.009,0.007,0.005,0.007,0.009,0.009,0.008,0.008,0.006,0.006,0.009,0.009,0.008,0.008,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.027,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.016,0.018,0.019,0.017,0.001,0.003,0.006,0.007,0.009,0.011,0.011,0.011,0.008,0.007,0.284,0.141,0.011,0.01,0.007,0.01,0.011,0.01,0.011,0.01,0.01,0.008,0.008,0.011,0.01,0.01,0.01,0.01,0.007,0.008,0.01,0.01,0.01,0.01,0.008,0.006,0.009,0.01,0.01,0.009,0.009,0.006,0.006,0.011,0.009,0.008,0.01,0.006,0.005,0.008,0.01,0.008,0.008,0.007,0.007,0.007,0.009,0.009,0.009,0.01,0.27,0.123,0.009,0.008,0.01,0.01,0.006,0.006,0.01,0.01,0.009,0.008,0.006,0.007,0.007,0.008,0.009,0.009,0.006,0.006,0.006,0.009,0.008
20230902,0.009,0.008,0.005,0.006,0.009,0.008,0.008,0.007,0.005,0.006,0.009,0.008,0.008,0.007,0.005,0.006,0.008,0.008,0.009,0.006,0.005,0.006,0.009,0.008,0.192,0.223,0.005,0.006,0.009,0.008,0.008,0.006,0.005,0.007,0.008,0.008,0.008,0.006,0.005,0.007,0.009,0.008,0.008,0.006,0.005,0.007,0.008,0.008,0.008,0.006,0.005,0.007,0.008,0.008,0.008,0.005,0.005,0.008,0.009,0.007,0.008,0.005,0.005,0.009,0.008,0.008,0.006,0.005,0.071,0.296,0.039,0.009,0.007,0.003,0.003,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0.129,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.003,0.004,0.006,0.005,0.005,0.009,0.009,0.011,0.011,0.005,0.006,0.01,0.01,0.01,0.009,0.007,0.007,0.01,0.01,0.01,0.009,0.006,0.007,0.01,0.009,0.01,0.118,0.292,0.006,0.01,0.009,0.009,0.008,0.005,0.005,0.009,0.008,0.008,0.007,0.006,0.005,0.009,0.009,0.008,0.008,0.005,0.005,0.009,0.008,0.008,0.008,0.005,0.005,0.008,0.008,0.009,0.007,0.005,0.005,0.009,0.008,0.008,0.007,0.005,0.006,0.008,0.008,0.008,0.008,0.005,0.005,0.008,0.048,0.289,0.088,0.005,0.005,0.009,0.008,0.008,0.007
20230903,0.005,0.006,0.009,0.008,0.008,0.007,0.005,0.006,0.008,0.008,0.008,0.007,0.005,0.006,0.009,0.008,0.008,0.006,0.005,0.007,0.008,0.008,0.008,0.006,0.005,0.008,0.008,0.008,0.007,0.005,0.005,0.009,0.008,0.008,0.007,0.005,0.006,0.183,0.253,0.008,0.006,0.005,0.007,0.008,0.008,0.008,0.006,0.005,0.007,0.009,0.008,0.007,0.005,0.005,0.009,0.008,0.008,0.006,0.005,0.006,0.009,0.008,0.008,0.006,0.005,0.007,0.008,0.008,0.007,0.006,0.005,0.008,0.008,0.005,0.002,0,0,0,0,0,0,0,0,0,0,0,0.133,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267,0.113,0,0,0.001,0.004,0.004,0.005,0.008,0.009,0.009,0.01,0.007,0.005,0.008,0.009,0.01,0.01,0.008,0.006,0.01,0.01,0.01,0.009,0.008,0.006,0.009,0.009,0.009,0.009,0.007,0.007,0.009,0.009,0.009,0.011,0.009,0.006,0.008,0.009,0.009,0.009,0.007,0.006,0.008,0.009,0.179,0.24,0.007,0.006,0.008,0.009,0.009,0.01,0.008,0.006,0.008,0.009,0.009,0.009,0.006,0.005,0.008,0.009,0.009,0.008,0.005,0.005,0.008,0.008,0.008,0.008,0.005,0.005,0.008,0.008,0.008,0.008,0.005,0.005,0.008,0.008,0.008,0.008
20230904,0.005,0.005,0.008,0.008,0.008,0.008,0.005,0.005,0.258,0.16,0.008,0.006,0.006,0.005,0.009,0.008,0.008,0.006,0.005,0.006,0.009,0.008,0.008,0.005,0.005,0.008,0.008,0.008,0.008,0.005,0.005,0.008,0.008,0.008,0.007,0.005,0.005,0.008,0.008,0.008,0.007,0.005,0.006,0.008,0.008,0.008,0.006,0.005,0.007,0.008,0.008,0.008,0.005,0.005,0.017,0.301,0.095,0.007,0.005,0.005,0.008,0.008,0.008,0.007,0.005,0.006,0.008,0.008,0.008,0.006,0.005,0.007,0.008,0.007,0.005,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138,0.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.005,0.006,0.008,0.008,0.006,0.007,0.011,0.01,0.009,0.007,0.006,0.007,0.009,0.01,0.009,0.009,0.007,0.006,0.009,0.01,0.008,0.17,0.253,0.01,0.01,0.009,0.009,0.008,0.009,0.005,0.026,0.031,0.03,0.03,0.014,0.012,0.011,0.011,0.013,0.01,0.01,0.007,0.006,0.009,0.009,0.008,0.009,0.009,0.007,0.006,0.007,0.008,0.008,0.009,0.008,0.007,0.005,0.007,0.008,0.009,0.008,0.008,0.006,0.005,0.008,0.008,0.008,0.009,0.007,0.005,0.006,0.009,0.008,0.008,0.086,0.289,0.042,0.009,0.008,0.008
20230905,0.009,0.006,0.005,0.007,0.009,0.008,0.008,0.007,0.005,0.007,0.008,0.008,0.008,0.007,0.005,0.006,0.009,0.008,0.008,0.008,0.005,0.005,0.009,0.008,0.008,0.008,0.005,0.005,0.009,0.008,0.008,0.008,0.007,0.005,0.009,0.008,0.008,0.008,0.005,0.005,0.009,0.008,0.008,0.008,0.005,0.017,0.293,0.116,0.008,0.008,0.005,0.006,0.008,0.008,0.008,0.008,0.006,0.005,0.008,0.008,0.008,0.008,0.006,0.005,0.008,0.008,0.008,0.008,0.007,0.005,0.009,0.009,0.009,0.006,0.002,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.087,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.005,0.008,0.009,0.007,0.006,0.009,0.01,0.01,0.008,0.006,0.008,0.011,0.009,0.009,0.007,0.201,0.212,0.01,0.008,0.006,0.008,0.011,0.009,0.009,0.006,0.007,0.011,0.01,0.008,0.006,0.007,0.011,0.01,0.009,0.006,0.006,0.011,0.01,0.01,0.006,0.006,0.01,0.01,0.009,0.005,0.006,0.008,0.009,0.009,0.006,0.005,0.007,0.01,0.009,0.007,0.005,0.006,0.01,0.009,0.007,0.005,0.006,0.27,0.143,0.008,0.005,0.006,0.009,0.009,0.008,0.005,0.005,0.01,0.009,0.008,0.006,0.005,0.008,0.009
20230906,0.009,0.006,0.005,0.008,0.008,0.009,0.008,0.007,0.006,0.006,0.009,0.008,0.009,0.008,0.006,0.005,0.009,0.01,0.008,0.01,0.009,0.007,0.006,0.01,0.009,0.009,0.008,0.007,0.005,0.006,0.009,0.008,0.008,0.009,0.251,0.145,0.01,0.009,0.008,0.008,0.007,0.005,0.007,0.008,0.008,0.01,0.008,0.005,0.005,0.008,0.008,0.009,0.008,0.006,0.005,0.007,0.008,0.009,0.008,0.007,0.005,0.006,0.008,0.008,0.009,0.008,0.005,0.005,0.008,0.008,0.008,0.008,0.006,0.002,0.002,0,0,0.26,0.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.089,0,0,0,0,0,0,0.001,0.001,0.003,0.002,0.006,0.009,0.009,0.01,0.009,0.007,0.008,0.011,0.01,0.009,0.01,0.006,0.008,0.01,0.012,0.01,0.011,0.01,0.007,0.008,0.01,0.01,0.011,0.01,0.009,0.008,0.009,0.01,0.01,0.011,0.01,0.007,0.008,0.012,0.01,0.009,0.011,0.007,0.006,0.009,0.01,0.008,0.229,0.167,0.005,0.007,0.008,0.008,0.009,0.008,0.005,0.005,0.008,0.009,0.008,0.008,0.007,0.005,0.006,0.01,0.008,0.009,0.008,0.005,0.005,0.008,0.008,0.009,0.008,0.006,0.005,0.007,0.009,0.008,0.008,0.009,0.005,0.005
20230907,0.009,0.008,0.009,0.008,0.006,0.005,0.007,0.009,0.008,0.008,0.007,0.005,0.284,0.126,0.008,0.008,0.008,0.006,0.005,0.008,0.008,0.008,0.008,0.006,0.005,0.008,0.008,0.008,0.008,0.007,0.005,0.006,0.009,0.008,0.008,0.007,0.005,0.006,0.008,0.009,0.008,0.008,0.005,0.005,0.008,0.008,0.008,0.008,0.006,0.005,0.008,0.008,0.008,0.008,0.007,0.005,0.007,0.009,0.008,0.008,0.008,0.118,0.269,0.009,0.008,0.009,0.008,0.006,0.005,0.009,0.008,0.008,0.006,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.004,0.004,0.005,0.002,0,0.001,0.001,0.002,0.002,0.005,0.004,0.005,0.009,0.009,0.01,0.009,0.008,0.006,0.008,0.01,0.01,0.009,0.009,0.008,0.008,0.011,0.011,0.01,0.011,0.011,0.008,0.008,0.012,0.011,0.011,0.011,0.109,0.292,0.023,0.011,0.011,0.012,0.011,0.008,0.008,0.01,0.012,0.011,0.011,0.011,0.007,0.007,0.01,0.01,0.011,0.01,0.009,0.007,0.008,0.01,0.01,0.01,0.01,0.009,0.006,0.01,0.01,0.01,0.01,0.01,0.007,0.007,0.01,0.01,0.01,0.01,0.009,0.007,0.007,0.011,0.01,0.01,0.01,0.009,0.006,0.008,0.01,0.009,0.01
20230908,0.01,0.008,0.052,0.299,0.07,0.009,0.01,0.01,0.005,0.005,0.011,0.01,0.01,0.01,0.009,0.007,0.008,0.01,0.01,0.009,0.01,0.007,0.005,0.009,0.009,0.01,0.01,0.01,0.007,0.007,0.01,0.011,0.009,0.008,0.008,0.005,0.006,0.008,0.009,0.008,0.008,0.007,0.005,0.007,0.008,0.009,0.008,0.008,0.006,0.005,0.008,0.008,0.008,0.009,0.008,0.005,0.275,0.147,0.008,0.008,0.009,0.007,0.005,0.006,0.009,0.008,0.008,0.01,0.006,0.005,0.008,0.008,0.008,0.006,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.002,0.001,0.001,0.003,0.004,0.005,0.006,0.008,0.006,0.006,0.009,0.011,0.011,0.01,0.01,0.007,0.007,0.01,0.01,0.031,0.301,0.08,0.007,0.007,0.007,0.01,0.01,0.01,0.011,0.009,0.008,0.011,0.011,0.011,0.011,0.011,0.008,0.007,0.012,0.009,0.01,0.011,0.01,0.008,0.007,0.01,0.01,0.01,0.01,0.01,0.007,0.007,0.008,0.009,0.008,0.008,0.007,0.005,0.008,0.008,0.009,0.008,0.008,0.008,0.278,0.135,0.008,0.01,0.007,0.018,0.03,0.031,0.03,0.019,0.013,0.011,0.011,0.01,0.011,0.01,0.007,0.005,0.009,0.009
20230909,0.009,0.009,0.005,0.006,0.009,0.009,0.009,0.006,0.005,0.009,0.009,0.008,0.006,0.005,0.008,0.008,0.009,0.008,0.008,0.152,0.254,0.009,0.008,0.008,0.008,0.006,0.005,0.008,0.008,0.008,0.008,0.007,0.005,0.006,0.009,0.008,0.008,0.008,0.005,0.005,0.009,0.008,0.008,0.008,0.006,0.005,0.008,0.008,0.008,0.008,0.006,0.005,0.008,0.008,0.008,0.008,0.005,0.006,0.008,0.008,0.008,0.008,0.218,0.181,0.009,0.008,0.008,0.007,0.006,0.005,0.008,0.007,0.005,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.004,0.006,0.007,0.005,0.007,0.011,0.01,0.01,0.01,0.006,0.006,0.01,0.01,0.009,0.009,0.006,0.006,0.01,0.009,0.021,0.296,0.105,0.006,0.01,0.009,0.01,0.008,0.006,0.007,0.01,0.009,0.009,0.008,0.006,0.007,0.01,0.009,0.009,0.008,0.006,0.008,0.009,0.01,0.009,0.008,0.007,0.008,0.009,0.009,0.008,0.006,0.005,0.007,0.009,0.008,0.008,0.005,0.005,0.008,0.008,0.008,0.009,0.006,0.005,0.007,0.162,0.245,0.008,0.005,0.005,0.008,0.008,0.008,0.007,0.006,0.005,0.008,0.008,0.008,0.007
20230910,0.006,0.005,0.009,0.008,0.008,0.006,0.006,0.006,0.008,0.008,0.008,0.006,0.005,0.007,0.009,0.008,0.008,0.005,0.005,0.008,0.008,0.008,0.008,0.005,0.005,0.008,0.008,0.008,0.007,0.14,0.236,0.008,0.008,0.008,0.006,0.005,0.007,0.008,0.008,0.007,0.006,0.005,0.008,0.009,0.008,0.006,0.005,0.007,0.008,0.008,0.007,0.005,0.005,0.009,0.008,0.008,0.006,0.005,0.007,0.008,0.008,0.008,0.005,0.005,0.008,0.008,0.008,0.006,0.006,0.006,0.008,0.007,0.279,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.005,0.007,0.009,0.006,0.006,0.009,0.009,0.009,0.008,0.005,0.005,0.008,0.01,0.008,0.007,0.005,0.006,0.115,0.254,0.009,0.007,0.006,0.005,0.009,0.008,0.008,0.007,0.005,0.006,0.009,0.008,0.008,0.007,0.005,0.008,0.009,0.008,0.008,0.006,0.005,0.007,0.009,0.008,0.008,0.005,0.007,0.008,0.008,0.008,0.008,0.005,0.005,0.008,0.009,0.008,0.007,0.005,0.005,0.009,0.008,0.008,0.007,0.23,0.142,0.009,0.008,0.008,0.007,0.005,0.006,0.008,0.009,0.008,0.006,0.005,0.007,0.008,0.008,0.009
20230911,0.006,0.005,0.008,0.008,0.008,0.008,0.005,0.005,0.008,0.008,0.008,0.008,0.005,0.005,0.009,0.008,0.008,0.007,0.005,0.005,0.009,0.008,0.008,0.029,0.291,0.06,0.008,0.008,0.008,0.005,0.005,0.008,0.008,0.008,0.007,0.005,0.005,0.009,0.008,0.008,0.007,0.005,0.005,0.009,0.008,0.008,0.006,0.005,0.007,0.008,0.008,0.008,0.005,0.005,0.008,0.008,0.008,0.007,0.005,0.005,0.009,0.008,0.008,0.006,0.221,0.156,0.008,0.01,0.007,0.005,0.005,0.006,0.004,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.002,0.008,0.009,0.009,0.009,0.006,0.006,0.009,0.008,0.008,0.007,0.005,0.007,0.008,0.008,0.008,0.007,0.102,0.296,0.025,0.009,0.008,0.006,0.005,0.01,0.009,0.009,0.009,0.007,0.006,0.01,0.009,0.009,0.009,0.007,0.006,0.009,0.009,0.009,0.009,0.006,0.006,0.009,0.01,0.009,0.009,0.006,0.006,0.009,0.009,0.009,0.009,0.006,0.008,0.009,0.009,0.009,0.009,0.006,0.006,0.009,0.01,0.009,0.008,0.006,0.006,0.01,0.134,0.277,0.008,0.006,0.006,0.01,0.009,0.009,0.008,0.006,0.006
20230912,0.01,0.009,0.01,0.008,0.006,0.006,0.01,0.009,0.009,0.008,0.006,0.007,0.009,0.009,0.009,0.008,0.006,0.007,0.01,0.009,0.009,0.007,0.006,0.008,0.009,0.009,0.009,0.007,0.006,0.008,0.009,0.009,0.009,0.006,0.055,0.299,0.075,0.009,0.008,0.006,0.006,0.01,0.009,0.009,0.008,0.006,0.007,0.009,0.009,0.009,0.007,0.007,0.007,0.009,0.009,0.009,0.007,0.006,0.008,0.009,0.009,0.009,0.006,0.006,0.009,0.009,0.009,0.008,0.006,0.007,0.009,0.006,0.005,0.001,0,0,0,0,0,0,0,0,0.175,0.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252,0.123,0,0,0,0,0,0.003,0.005,0.006,0.005,0.008,0.009,0.009,0.011,0.009,0.007,0.008,0.01,0.009,0.009,0.008,0.005,0.008,0.01,0.009,0.01,0.009,0.005,0.008,0.008,0.009,0.008,0.009,0.006,0.006,0.008,0.01,0.008,0.007,0.005,0.006,0.01,0.008,0.009,0.009,0.006,0.007,0.009,0.008,0.009,0.059,0.295,0.076,0.008,0.008,0.008,0.008,0.006,0.005,0.007,0.009,0.008,0.008,0.006,0.006,0.007,0.008,0.009,0.008,0.006,0.005,0.006,0.009,0.008,0.008,0.007,0.005,0.006,0.008,0.009,0.008,0.007,0.005,0.005,0.009,0.008
