Date/Time,0:00,0:05,0:10,0:15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55
20230817,0.01,0.007,0.011,0.011,0.011,0.011,0.009,0.007,0.012,0.01,0.037,0.291,0.133,0.009,0.007,0.01,0.01,0.01,0.009,0.01,0.01,0.007,0.008,0.01,0.01,0.009,0.01,0.009,0.008,0.007,0.01,0.01,0.01,0.01,0.01,0.007,0.009,0.01,0.01,0.01,0.01,0.009,0.006,0.031,0.29,0.111,0.01,0.009,0.007,0.01,0.009,0.01,0.01,0.009,0.006,0.01,0.009,0.01,0.009,0.009,0.006,0.01,0.01,0.01,0.009,0.008,0.007,0.01,0.01,0.01,0.01,0.007,0.009,0.01,0.009,0.01,0.008,0.005,0.006,0.004,0.002,0.001,0,0.177,0.198,0,0,0,0,0,0,0,0.035,0.001,0.023,0.005,0,0,0,0,0,0,0,0,0,0,0.076,0.021,0,0,0.124,0.065,0.035,0.09,0.098,0.09,0.407,0.098,0,0,0,0,0,0,0,0,0,0.094,0.119,0.092,0.073,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.039,0.026,0,0,0,0.144,0.113,0.118,0.194,0.197,0.181,0.12,0.007,0.004,0,0.057,0.026,0.024,0.093,0.077,0.138,0.131,0.195,0.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.033,0.107,0.012,0.011,0.038,0.053,0.202,0.277,0.013,0.012,0.013,0.05,0.166,0.516,0.479,0.469,0.466,0.47,0.469,0.396,0.053,0.084,0.131,0.158,0.146,0.287,0.039,0.012,0.011,0.012,0.012,0.008,0.011,0.016,0.015,0.016,0.014,0.014,0.012,0.012,0.115,0.294,0.063,0.015,0.013,0.012,0.015,0.015,0.014,0.015,0.014,0.011,0.014,0.014,0.011,0.01,0.01,0.007,0.007,0.011,0.01,0.01,0.01,0.007,0.007,0.015,0.215,0.298,0.014,0.008,0.058,0.035,0.01,0.011,0.011,0.009,0.007,0.011,0.01,0.011,0.011,0.009
20230818,0.007,0.01,0.011,0.011,0.148,0.296,0.013,0.009,0.011,0.01,0.011,0.009,0.008,0.009,0.011,0.011,0.011,0.008,0.007,0.008,0.01,0.009,0.01,0.01,0.009,0.01,0.009,0.01,0.009,0.009,0.009,0.017,0.031,0.031,0.032,0.026,0.009,0.249,0.19,0.013,0.012,0.012,0.012,0.011,0.007,0.008,0.01,0.01,0.01,0.009,0.01,0.006,0.008,0.01,0.01,0.009,0.01,0.009,0.006,0.008,0.01,0.01,0.009,0.01,0.006,0.007,0.01,0.01,0.01,0.01,0.007,0.007,0.01,0.01,0.01,0.01,0.007,0.007,0.01,0.229,0.187,0.004,0.001,0,0.001,0.001,0,0,0,0,0,0,0.012,0.045,0,0.01,0.009,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129,0.12,0.001,0.002,0,0.001,0,0,0,0,0,0,0,0.007,0.02,0.016,0.004,0,0.002,0,0,0,0,0,0.001,0.157,0.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229,0.186,0,0,0,0.002,0.002,0.002,0.003,0.003,0.005,0.006,0.008,0.009,0.01,0.01,0.008,0.042,0.227,0.509,0.481,0.476,0.477,0.469,0.196,0.2,0.1,0.133,0.415,0.511,0.204,0.177,0.117,0.107,0.066,0.072,0.105,0.011,0.012,0.011,0.01,0.009,0.012,0.014,0.266,0.21,0.017,0.012,0.012,0.012,0.012,0.012,0.016,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.162,0.308,0.037,0.037,0.036,0.024,0.015,0.019,0.018,0.017,0.018,0.016,0.015,0.012,0.009,0.007,0.073,0.029,0.017,0.017,0.01,0.007,0.009,0.012,0.011,0.249,0.176,0.008,0.01,0.011,0.01,0.01,0.011
20230819,0.009,0.006,0.009,0.009,0.01,0.01,0.009,0.01,0.006,0.007,0.01,0.01,0.01,0.009,0.01,0.006,0.007,0.011,0.009,0.01,0.01,0.008,0.096,0.298,0.035,0.009,0.01,0.01,0.007,0.006,0.01,0.009,0.01,0.01,0.008,0.007,0.009,0.01,0.01,0.01,0.009,0.007,0.007,0.011,0.009,0.01,0.01,0.007,0.006,0.01,0.01,0.01,0.009,0.007,0.006,0.01,0.01,0.01,0.009,0.007,0.145,0.273,0.009,0.01,0.009,0.007,0.006,0.01,0.01,0.009,0.009,0.007,0.006,0.01,0.01,0.009,0.007,0.004,0.002,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0.003,0.002,0.002,0.026,0.227,0.057,0,0,0,0,0.023,0.009,0,0,0,0,0,0.136,0.104,0,0,0,0,0,0,0,0,0,0,0,0,0.063,0.062,0.055,0.048,0.009,0.092,0.139,0,0,0,0,0,0,0,0,0,0,0.078,0.184,0.066,0,0,0,0,0,0,0,0,0,0,0,0.004,0.109,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0,0,0.182,0.225,0.027,0.135,0.03,0.003,0.005,0.006,0.009,0.009,0.009,0.024,0.032,0.036,0.044,0.027,0.026,0.028,0.229,0.304,0.051,0.088,0.453,0.478,0.476,0.472,0.471,0.472,0.366,0.191,0.083,0.203,0.206,0.37,0.317,0.119,0.101,0.158,0.1,0.097,0.091,0.022,0.023,0.022,0.052,0.199,0.106,0.094,0.108,0.092,0.059,0.059,0.186,0.304,0.047,0.016,0.014,0.015,0.016,0.017,0.017,0.017,0.019,0.016,0.017,0.012,0.016,0.018,0.016,0.016,0.018,0.015,0.015,0.014,0.013,0.017,0.017,0.085,0.098,0.301,0.074,0.017,0.013,0.012,0.011,0.011,0.01,0.051,0.061,0.025,0.008,0.01,0.01
20230820,0.011,0.01,0.011,0.01,0.007,0.02,0.3,0.098,0.011,0.01,0.01,0.008,0.006,0.009,0.009,0.01,0.01,0.009,0.009,0.007,0.007,0.01,0.01,0.009,0.01,0.009,0.006,0.007,0.01,0.01,0.01,0.009,0.249,0.178,0.007,0.011,0.01,0.009,0.01,0.009,0.007,0.007,0.01,0.01,0.01,0.01,0.008,0.006,0.009,0.01,0.009,0.01,0.009,0.007,0.006,0.01,0.009,0.01,0.009,0.008,0.007,0.008,0.01,0.009,0.009,0.01,0.006,0.285,0.129,0.009,0.01,0.009,0.008,0.006,0.009,0.009,0.008,0.006,0.004,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.038,0,0,0,0,0,0,0.088,0.039,0,0,0.089,0.2,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0.037,0.055,0.211,0.272,0,0,0,0,0,0,0,0,0.014,0.004,0,0,0,0,0,0.063,0.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.053,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.27,0.116,0.011,0.093,0,0,0,0,0.001,0.005,0.006,0.008,0.009,0.011,0.012,0.013,0.013,0.01,0.015,0.014,0.013,0.014,0.013,0.013,0.243,0.194,0.044,0.065,0.072,0.131,0.229,0.232,0.14,0.132,0.032,0.011,0.008,0.01,0.012,0.011,0.011,0.019,0.023,0.022,0.034,0.257,0.346,0.502,0.484,0.481,0.245,0.206,0.207,0.078,0.302,0.092,0.018,0.024,0.023,0.024,0.023,0.022,0.019,0.019,0.023,0.022,0.022,0.023,0.024,0.146,0.384,0.33,0.038,0.049,0.022,0.037,0.087,0.335,0.337,0.293,0.295,0.295,0.021,0.011,0.01,0.011,0.232,0.226,0.008,0.007,0.009,0.01,0.01,0.01
20230821,0.01,0.01,0.009,0.007,0.007,0.01,0.01,0.01,0.01,0.009,0.201,0.227,0.007,0.009,0.01,0.01,0.01,0.009,0.01,0.007,0.007,0.009,0.01,0.01,0.01,0.009,0.01,0.007,0.009,0.009,0.01,0.01,0.009,0.01,0.01,0.01,0.01,0.193,0.22,0.01,0.01,0.01,0.009,0.014,0.032,0.032,0.033,0.031,0.008,0.013,0.013,0.012,0.012,0.012,0.012,0.012,0.011,0.006,0.008,0.01,0.01,0.01,0.01,0.009,0.009,0.007,0.008,0.01,0.01,0.009,0.01,0.009,0.151,0.248,0.009,0.009,0.008,0.005,0.004,0,0,0.056,0.078,0.068,0.062,0.06,0.05,0.031,0.022,0.03,0.052,0.003,0,0.002,0.011,0.021,0.112,0.133,0.106,0.059,0.028,0.022,0.013,0.004,0,0,0,0,0,0,0.113,0,0,0,0,0.021,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0.017,0.037,0.029,0.03,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,0.173,0,0,0,0,0,0,0,0,0,0,0.096,0,0,0,0,0,0,0,0.055,0.049,0,0.003,0.008,0.046,0.278,0.545,0.653,0.467,0.267,0.251,0.23,0.24,0.428,0.475,0.142,0.213,0.301,0.186,0.252,0.507,0.565,0.428,0.284,0.281,0.147,0.108,0.2,0.332,0.056,0.013,0.012,0.012,0.013,0.015,0.024,0.023,0.023,0.011,0.025,0.033,0.033,0.193,0.278,0.011,0.016,0.016,0.014,0.015,0.015,0.015,0.014,0.014,0.012,0.009,0.013,0.014,0.014,0.013,0.013,0.012,0.009,0.011,0.046,0.162,0.199,0.389,0.077,0.009,0.019,0.061,0.054,0.013,0.012,0.011,0.008,0.01,0.013,0.012,0.012,0.01,0.008,0.009,0.013,0.012
20230822,0.011,0.009,0.007,0.009,0.011,0.011,0.011,0.007,0.006,0.162,0.256,0.011,0.009,0.007,0.008,0.01,0.01,0.01,0.01,0.01,0.007,0.007,0.01,0.011,0.01,0.01,0.009,0.009,0.006,0.009,0.01,0.01,0.01,0.01,0.009,0.007,0.008,0.01,0.011,0.01,0.01,0.009,0.007,0.008,0.01,0.01,0.01,0.285,0.127,0.007,0.008,0.01,0.01,0.009,0.01,0.008,0.007,0.009,0.009,0.01,0.01,0.01,0.007,0.006,0.01,0.01,0.009,0.01,0.009,0.007,0.007,0.01,0.009,0.01,0.01,0.007,0.004,0.004,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0.191,0.195,0.003,0.001,0,0.018,0.036,0.034,0.023,0.019,0.013,0.002,0,0,0,0,0,0,0,0,0,0,0.001,0.024,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0.009,0,0,0,0,0.004,0,0,0,0.003,0,0,0.036,0.097,0.001,0,0,0,0,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.028,0.284,0.387,0.148,0.163,0.17,0.44,0.619,0.62,0.588,0.589,0.611,0.501,0.413,0.295,0.302,0.304,0.305,0.332,0.301,0.187,0.011,0.008,0.126,0.292,0.126,0.012,0.011,0.012,0.007,0.008,0.012,0.012,0.239,0.204,0.009,0.007,0.011,0.012,0.011,0.011,0.008,0.007,0.012,0.012,0.011,0.01,0.007,0.009,0.011,0.012,0.011,0.009,0.007,0.013,0.013,0.013,0.012,0.037,0.278,0.373,0.119,0.12,0.12,0.117,0.159,0.175,0.122,0.125,0.052,0.06,0.043,0.01,0.012,0.011,0.012,0.007,0.007,0.138,0.322,0.024,0.008,0.008
20230823,0.011,0.011,0.01,0.008,0.007,0.009,0.011,0.01,0.008,0.007,0.009,0.01,0.01,0.009,0.01,0.006,0.007,0.01,0.01,0.01,0.01,0.008,0.006,0.26,0.167,0.009,0.01,0.009,0.007,0.007,0.01,0.01,0.01,0.01,0.007,0.007,0.01,0.011,0.01,0.01,0.008,0.007,0.01,0.01,0.01,0.01,0.008,0.007,0.009,0.01,0.01,0.009,0.009,0.007,0.007,0.011,0.009,0.01,0.009,0.208,0.208,0.01,0.01,0.009,0.01,0.007,0.006,0.01,0.01,0.01,0.009,0.007,0.006,0.01,0.01,0.009,0.006,0.002,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.013,0.022,0.03,0.22,0.135,0.034,0.023,0.006,0.001,0,0,0.024,0.213,0.046,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0.156,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0.001,0,0,0,0,0,0,0,0,0.105,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0.135,0.131,0.136,0.083,0,0,0,0.235,0.166,0,0,0,0,0,0.078,0.087,0.022,0.005,0.007,0.008,0.03,0.188,0.422,0.472,0.471,0.471,0.527,0.464,0.473,0.436,0.302,0.312,0.315,0.199,0.154,0.211,0.23,0.302,0.148,0.024,0.025,0.024,0.019,0.02,0.025,0.024,0.025,0.024,0.025,0.223,0.26,0.02,0.018,0.017,0.018,0.017,0.017,0.018,0.015,0.013,0.017,0.018,0.017,0.018,0.071,0.121,0.123,0.127,0.13,0.128,0.127,0.123,0.123,0.122,0.18,0.4,0.205,0.123,0.124,0.122,0.126,0.126,0.127,0.124,0.123,0.124,0.125,0.125,0.055,0.064,0.036,0.017,0.013,0.013,0.012,0.06,0.021,0.007,0.009,0.012,0.011
20230824,0.011,0.008,0.007,0.145,0.252,0.011,0.009,0.007,0.008,0.01,0.011,0.01,0.01,0.01,0.009,0.007,0.008,0.01,0.01,0.01,0.009,0.009,0.007,0.007,0.01,0.01,0.01,0.01,0.009,0.007,0.006,0.01,0.01,0.01,0.009,0.01,0.007,0.006,0.01,0.01,0.01,0.09,0.299,0.027,0.007,0.01,0.01,0.009,0.01,0.01,0.007,0.008,0.011,0.011,0.01,0.01,0.009,0.007,0.009,0.011,0.01,0.01,0.011,0.007,0.007,0.011,0.01,0.011,0.011,0.01,0.007,0.009,0.011,0.011,0.011,0.01,0.006,0.005,0.006,0.001,0,0,0,0.067,0.063,0.058,0.167,0.282,0.168,0.062,0.066,0.021,0.022,0.062,0.081,0.092,0.075,0.095,0.075,0.173,0.299,0.093,0.014,0.03,0.024,0,0,0,0,0,0,0,0,0,0.153,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,0,0,0,0,0,0.155,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.01,0.248,0.266,0.331,0.269,0.021,0.095,0,0.059,0.272,0.112,0,0,0.008,0.116,0.404,0.554,0.522,0.522,0.524,0.525,0.527,0.146,0.008,0.008,0.009,0.194,0.331,0.064,0.071,0.063,0.06,0.037,0.021,0.011,0.01,0.011,0.009,0.007,0.009,0.01,0.011,0.01,0.011,0.009,0.007,0.169,0.264,0.01,0.011,0.01,0.008,0.007,0.011,0.01,0.011,0.01,0.01,0.007,0.008,0.051,0.134,0.153,0.166,0.131,0.134,0.135,0.133,0.135,0.136,0.136,0.137,0.181,0.403,0.202,0.13,0.129,0.129,0.127,0.194,0.089,0.043,0.053,0.023,0.02,0.019,0.022,0.017,0.05,0.044,0.01,0.01,0.009,0.007,0.008,0.01,0.01,0.01,0.009,0.01,0.01,0.009,0.172
20230825,0.242,0.01,0.01,0.01,0.01,0.01,0.009,0.008,0.006,0.01,0.01,0.01,0.01,0.01,0.009,0.009,0.007,0.008,0.01,0.01,0.01,0.01,0.009,0.009,0.007,0.008,0.01,0.01,0.01,0.01,0.009,0.009,0.007,0.008,0.01,0.01,0.009,0.017,0.3,0.101,0.006,0.009,0.01,0.01,0.01,0.009,0.01,0.008,0.006,0.01,0.01,0.01,0.009,0.01,0.009,0.006,0.009,0.01,0.01,0.009,0.01,0.009,0.007,0.007,0.011,0.009,0.011,0.01,0.01,0.007,0.007,0.01,0.01,0.009,0.01,0.008,0.003,0.001,0.001,0,0.021,0.26,0.08,0.061,0.055,0.042,0.026,0.019,0.007,0.001,0,0,0,0.001,0.006,0.011,0.008,0.02,0.178,0.061,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.031,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205,0.18,0,0,0,0,0,0,0.051,0.274,0.293,0.301,0.297,0.412,0.308,0.101,0.094,0.086,0.186,0.551,0.357,0.255,0.219,0.219,0.202,0.043,0.054,0.085,0.159,0.159,0.17,0.113,0.105,0.041,0.038,0.036,0.033,0.031,0.027,0.029,0.191,0.315,0.031,0.03,0.179,0.311,0.312,0.303,0.099,0.017,0.018,0.018,0.019,0.249,0.206,0.014,0.013,0.017,0.018,0.017,0.017,0.016,0.012,0.013,0.016,0.017,0.017,0.016,0.014,0.012,0.015,0.017,0.017,0.016,0.013,0.011,0.025,0.303,0.152,0.016,0.129,0.013,0.018,0.063,0.06,0.278,0.305,0.297,0.299,0.297,0.251,0.011,0.012,0.011,0.012,0.251,0.192,0.009
20230826,0.008,0.011,0.011,0.011,0.011,0.01,0.01,0.007,0.007,0.01,0.01,0.01,0.01,0.01,0.008,0.007,0.008,0.01,0.01,0.01,0.01,0.009,0.007,0.274,0.155,0.01,0.009,0.01,0.009,0.007,0.007,0.01,0.01,0.011,0.01,0.009,0.007,0.008,0.011,0.01,0.01,0.01,0.009,0.007,0.009,0.01,0.01,0.01,0.01,0.008,0.006,0.01,0.01,0.01,0.01,0.009,0.006,0.123,0.3,0.013,0.009,0.01,0.007,0.007,0.009,0.01,0.01,0.01,0.008,0.007,0.008,0.01,0.01,0.009,0.01,0.005,0.003,0.005,0.003,0,0,0,0,0.084,0.085,0.028,0.02,0.013,0.053,0.059,0.074,0.079,0.068,0.05,0.02,0.004,0,0.001,0,0.032,0.002,0,0.135,0.054,0,0,0,0,0,0,0,0,0,0,0,0.001,0.019,0.001,0.094,0.052,0.05,0.107,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189,0.234,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.003,0.009,0.017,0.019,0.016,0.02,0.023,0.024,0.025,0.056,0.355,0.449,0.475,0.473,0.322,0.196,0.195,0.291,0.429,0.045,0.055,0.075,0.082,0.194,0.124,0.087,0.012,0.012,0.011,0.013,0.011,0.012,0.103,0.306,0.06,0.017,0.017,0.016,0.018,0.013,0.016,0.02,0.016,0.015,0.016,0.017,0.017,0.014,0.014,0.015,0.016,0.016,0.014,0.011,0.011,0.008,0.008,0.01,0.043,0.291,0.093,0.011,0.01,0.008,0.008,0.011,0.011,0.076,0.038,0.011,0.01,0.044,0.036,0.011,0.011,0.011,0.011,0.01,0.008,0.009,0.011,0.011,0.011
20230827,0.011,0.01,0.008,0.008,0.012,0.011,0.246,0.166,0.01,0.007,0.008,0.011,0.011,0.011,0.01,0.009,0.007,0.008,0.01,0.01,0.011,0.01,0.008,0.007,0.008,0.01,0.01,0.01,0.009,0.007,0.009,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.008,0.024,0.148,0.315,0.032,0.019,0.011,0.014,0.012,0.013,0.012,0.012,0.012,0.01,0.007,0.009,0.01,0.01,0.009,0.01,0.01,0.007,0.007,0.01,0.01,0.01,0.01,0.009,0.009,0.007,0.01,0.01,0.009,0.01,0.007,0.003,0.003,0.001,0,0,0,0,0,0,0,0,0,0.079,0.199,0.003,0,0,0,0.003,0.03,0,0.005,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101,0.178,0,0,0.009,0.166,0.105,0.003,0.039,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0.001,0,0,0,0.017,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.007,0.008,0.017,0.012,0.024,0.021,0.026,0.026,0.024,0.03,0.021,0,0,0,0.001,0.018,0,0,0,0,0,0.005,0.207,0.2,0.009,0.058,0.071,0.353,0.529,0.497,0.475,0.477,0.473,0.464,0.461,0.195,0.067,0.03,0.034,0.377,0.271,0.027,0.032,0.031,0.073,0.045,0.034,0.033,0.014,0.012,0.01,0.012,0.012,0.012,0.014,0.019,0.018,0.016,0.015,0.015,0.015,0.015,0.015,0.016,0.016,0.015,0.224,0.229,0.038,0.037,0.038,0.026,0.015,0.019,0.019,0.017,0.018,0.017,0.018,0.015,0.01,0.05,0.071,0.043,0.023,0.024,0.058,0.034,0.009,0.101,0.296,0.057,0.034,0.011,0.009,0.008,0.011,0.012,0.012,0.011,0.008,0.007,0.011
20230828,0.011,0.01,0.01,0.01,0.01,0.007,0.008,0.011,0.01,0.01,0.123,0.295,0.023,0.007,0.01,0.01,0.01,0.01,0.01,0.01,0.007,0.008,0.01,0.01,0.01,0.01,0.01,0.007,0.007,0.011,0.01,0.01,0.01,0.009,0.007,0.008,0.01,0.01,0.011,0.01,0.009,0.007,0.01,0.01,0.247,0.169,0.009,0.008,0.007,0.009,0.01,0.01,0.011,0.01,0.006,0.007,0.011,0.009,0.01,0.01,0.007,0.007,0.009,0.01,0.009,0.01,0.008,0.007,0.007,0.012,0.011,0.011,0.011,0.006,0.004,0.005,0.003,0,0,0,0,0,0,0,0,0,0.167,0.094,0,0,0,0,0,0,0,0,0,0.046,0.007,0,0.033,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0.06,0.081,0.358,0.085,0.001,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0.008,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.198,0,0,0,0,0,0,0,0,0.011,0.019,0.021,0.019,0.021,0.007,0.015,0.016,0.016,0.017,0.017,0.018,0.017,0.015,0.009,0.013,0.018,0.017,0.015,0.031,0.26,0.345,0.495,0.48,0.482,0.484,0.481,0.477,0.388,0.11,0.081,0.189,0.172,0.32,0.064,0.025,0.023,0.022,0.023,0.023,0.016,0.015,0.016,0.017,0.016,0.017,0.017,0.018,0.017,0.017,0.015,0.016,0.017,0.017,0.176,0.277,0.017,0.015,0.014,0.014,0.015,0.016,0.015,0.016,0.016,0.013,0.008,0.011,0.011,0.012,0.011,0.011,0.009,0.008,0.011,0.011,0.011,0.011,0.012,0.078,0.027,0.038,0.173,0.293,0.037,0.012
20230829,0.011,0.009,0.011,0.012,0.012,0.012,0.012,0.011,0.009,0.01,0.013,0.012,0.012,0.012,0.011,0.008,0.011,0.011,0.011,0.064,0.296,0.082,0.008,0.011,0.011,0.011,0.011,0.011,0.008,0.008,0.011,0.012,0.011,0.011,0.009,0.009,0.011,0.011,0.011,0.012,0.011,0.008,0.009,0.012,0.011,0.012,0.012,0.009,0.006,0.01,0.01,0.01,0.011,0.302,0.127,0.008,0.01,0.01,0.009,0.01,0.006,0.007,0.01,0.01,0.009,0.01,0.007,0.007,0.01,0.01,0.01,0.01,0.008,0.006,0.01,0.009,0.008,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.026,0.046,0.19,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0.033,0.035,0.042,0,0,0,0,0,0,0,0.031,0.013,0.014,0.053,0.05,0.171,0.291,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0.069,0.161,0.16,0.159,0.13,0.001,0,0,0,0,0,0,0,0.149,0.259,0,0.005,0.006,0.006,0.142,0.192,0.137,0.089,0.114,0.109,0.099,0.114,0.096,0.094,0.09,0.085,0.088,0.09,0.148,0.41,0.577,0.534,0.535,0.533,0.427,0.257,0.213,0.077,0.181,0.37,0.147,0.072,0.019,0.013,0.013,0.013,0.008,0.008,0.022,0.024,0.025,0.016,0.017,0.015,0.013,0.014,0.016,0.017,0.231,0.22,0.013,0.012,0.015,0.016,0.016,0.016,0.015,0.012,0.013,0.016,0.017,0.015,0.019,0.015,0.013,0.018,0.017,0.017,0.016,0.111,0.025,0.019,0.058,0.214,0.257,0.014,0.008,0.013,0.012,0.012,0.01,0.008,0.009,0.012,0.012
